cik,name,reportingDate,filingDate,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,putCall,investmentDiscretion,otherManager,Sole,Shared,None
19617,JPMORGAN CHASE & CO,20231231,20240212,WOLFSPEED INC,BOND,977852AD4,2358351,3645000,PRN,,DFND,4,2995000,0,650000
19617,JPMORGAN CHASE & CO,20231231,20240212,WOLFSPEED INC,BOND,977852AD4,3050652,4715000,PRN,,DFND,5,4715000,0,0
19617,JPMORGAN CHASE & CO,20231231,20240212,WOLFSPEED INC,BOND,977852AD4,187633,290000,PRN,,DFND,8,85000,205000,0
19617,JPMORGAN CHASE & CO,20231231,20240212,WOLFSPEED INC,COMMON,977852102,2479,57,SH,,SOLE,23,25,0,32
19617,JPMORGAN CHASE & CO,20231231,20240212,WOLFSPEED INC,COMMON,977852102,334157,7680,SH,,SOLE,26,7680,0,0
1769646,TWINBEECH CAPITAL LP,20231231,20240214,WOLFSPEED INC,COM,977852102,6422120,147601,SH,,SOLE,,147601,0,0
1998033,"Envestnet Portfolio Solutions, Inc.",20231231,20240207,WOLFSPEED INC,COM,977852102,283903,6525,SH,,SOLE,,6525,0,0
2031978,"WR Wealth Planners, LLC",20240630,20240731,WOLFSPEED INC COM,Stock,977852102,7670,337,SH,,SOLE,0,337,0,0
1129919,PROFUND ADVISORS LLC,20240630,20240813,WOLFSPEED INC,COM,977852102,279038,12260,SH,,SOLE,,0,12260,0
1439207,"Green Alpha Advisors, LLC",20240630,20240813,WOLFSPEED INC,COM,977852102,538797,23673,SH,,SOLE,,23673,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,3102939,136333,SH,,DFND,12,136333,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,2710397,119086,SH,,DFND,14,119086,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,728320,32000,SH,,DFND,15,10000,0,22000
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,58010438,2548789,SH,,DFND,1,615006,0,1933783
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,9035265,396980,SH,,DFND,2,396980,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,8078775,354955,SH,,DFND,7,328673,0,26282
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,14705782,646124,SH,,DFND,8,95084,0,551040
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,4438655,195020,SH,,DFND,,31676,0,163344
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,717828,31539,SH,,OTR,8,31539,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,1563430,68692,SH,,OTR,,0,0,68692
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,10534079,462833,SH,,SOLE,1,462833,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,43567715,1914223,SH,,SOLE,7,1817987,0,96236
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,16228,713,SH,,SOLE,8,713,0,0
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,4889781,214841,SH,,SOLE,,183641,0,31200
861177,UBS ASSET MANAGEMENT AMERICAS LLC,20240630,20240814,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,1542800,2800000,PRN,,DFND,12,2800000,0,0
1000275,ROYAL BANK OF CANADA,20240630,20240814,WOLFSPEED INC,COM,977852102,706000,31000,SH,,DFND,1,31000,0,0
1000275,ROYAL BANK OF CANADA,20240630,20240814,WOLFSPEED INC,COM,977852102,2108000,92637,SH,,DFND,3,90623,0,2014
1000275,ROYAL BANK OF CANADA,20240630,20240814,WOLFSPEED INC,COM,977852102,18000,804,SH,,DFND,15,804,0,0
1000275,ROYAL BANK OF CANADA,20240630,20240814,WOLFSPEED INC,COM,977852102,2000,70,SH,,DFND,21,70,0,0
1000275,ROYAL BANK OF CANADA,20240630,20240814,WOLFSPEED INC,COM,977852102,321000,14105,SH,,SOLE,,14105,0,0
1129919,PROFUND ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,423439,9732,SH,,SOLE,,0,9732,0
878770,"WORLD EQUITY GROUP, INC.",20230331,20240826,WOLFSPEED INC,COM,977852102,2039490,5380,SH,,SOLE,,0,0,5380
1616667,"Pacer Advisors, Inc.",20240630,20240813,Wolfspeed Inc,Common Stock - Domestic,977852102,430596,18919,SH,,SOLE,,430596,0,0
1080171,"ARISTEIA CAPITAL, L.L.C.",20240930,20241114,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,6032000,16000000,PRN,,SOLE,0,16000000,0,0
1080171,"ARISTEIA CAPITAL, L.L.C.",20240930,20241114,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,17058600,24300000,PRN,,SOLE,0,24300000,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,3046,70,SH,,DFND,1,44,0,26
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,28282,650,SH,,DFND,"1,3",650,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,28000,650,SH,,DFND,"1,3",650,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,68528,1575,SH,,DFND,13,1575,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,17186,395,SH,,DFND,14,395,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,435,10,SH,,DFND,"3,7",10,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,80929,1860,SH,,DFND,7,1783,0,77
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,5265,121,SH,,DFND,7,0,0,121
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,461815,10614,SH,,DFND,"7,9",10614,0,0
36270,M&T BANK CORP,20231231,20240206,WOLFSPEED INC,COM,977852102,67702,1556,SH,,DFND,9,1556,0,0
1555170,Allworth Financial LP,20240630,20240724,WOLFSPEED INC,COM,977852102,101097,4821,SH,,SOLE,,0,0,4821
1448574,"MOORE CAPITAL MANAGEMENT, LP",20231231,20240214,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,11427500,10000000,PRN,,SOLE,,10000000,0,0
1510387,"Gotham Asset Management, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,247544,25520,SH,,SOLE,,25520,0,0
1731061,Larson Financial Group LLC,20240630,20240802,WOLFSPEED INC,COM,977852102,5986,263,SH,,SOLE,,0,0,263
1548392,Utah Retirement Systems,20240331,20240515,WOLFSPEED INC,COM,977852102,200600,6800,SH,,SOLE,,6800,0,0
1599868,"Avior Wealth Management, LLC",20240331,20240430,CREE INC,Stock,977852102,15605,529,SH,,SOLE,,0,0,529
1765536,"Summit Financial, LLC",20240630,20240731,WOLFSPEED INC,Common Stock,977852102,239412,10519,SH,,SOLE,,0,0,10519
1690010,"Parallel Advisors, LLC",20240930,20241113,CREE INC,Stock,977852102,14715,1517,SH,,SOLE,,0,0,1517
903944,CAMDEN ASSET MANAGEMENT L P /CA,20240331,20240514,WOLFSPEED INC NOTE 1.875PERCENT12/0,CNV,977852AD4,30569927,54775000,PRN,,SOLE,,0,0,54775000
1929008,Balboa Wealth Partners,20240630,20240813,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,21856,37000,PRN,,SOLE,,0,0,37000
1141802,NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,20240930,20241112,WOLFSPEED INC,COM,977852102,22882,2359,SH,,DFND,,0,0,2359
878770,"WORLD EQUITY GROUP, INC.",20220630,20240906,WOLFSPEED INC,COM,977852102,259130,4084,SH,,SOLE,,0,0,4084
1992825,"Farther Finance Advisors, LLC",20240930,20241029,WOLFSPEED INC COM,Stock,977852102,989,102,SH,,SOLE,,0,0,102
1269119,OPPENHEIMER ASSET MANAGEMENT INC.,20231231,20240213,WOLFSPEED INC,COM,977852102,330981,7607,SH,,OTR,16,0,7607,0
1269119,OPPENHEIMER ASSET MANAGEMENT INC.,20231231,20240213,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,154232,229000,SH,,OTR,43,0,229000,0
1765536,"Summit Financial, LLC",20240930,20241112,"WOLFSPEED, INC.",Common Stock,977852102,163620,16868,SH,,SOLE,,0,0,16868
878770,"WORLD EQUITY GROUP, INC.",20220331,20240906,WOLFSPEED INC,COM,977852102,432326,3797,SH,,SOLE,,0,0,3797
1537621,"DT Investment Partners, LLC",20240331,20240513,WOLFSPEED INC,COM,977852102,5635,191,SH,,SOLE,,191,0,0
2022297,Federation des caisses Desjardins du Quebec,20200630,20240830,CREE INC,NOTE 0.875% 9/0,225447AB7,123556,105000,PRN,,DFND,3,105000,0,0
2022297,Federation des caisses Desjardins du Quebec,20240930,20241113,WOLFSPEED INC,COM,977852102,9215,950,SH,,DFND,2,950,0,0
1179392,"TWO SIGMA INVESTMENTS, LP",20240331,20240515,WOLFSPEED INC,COM,977852102,14044950,476100,SH,Put,SOLE,,476100,0,0
1179392,"TWO SIGMA INVESTMENTS, LP",20240331,20240515,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,11086500,19000000,PRN,,SOLE,,0,0,19000000
1179392,"TWO SIGMA INVESTMENTS, LP",20240331,20240515,WOLFSPEED INC,COM,977852102,831871,28199,SH,,SOLE,,28199,0,0
762152,STATE OF MICHIGAN RETIREMENT SYSTEM,20240331,20240418,WOLFSPEED INC,COM,977852102,912199,30922,SH,,SOLE,,30922,0,0
1616667,"Pacer Advisors, Inc.",20240331,20240510,Wolfspeed Inc,Common Stock - Domestic,977852102,550795,18671,SH,,SOLE,,550795,0,0
1068855,"Asset Management One Co., Ltd.",20231231,20240124,WOLFSPEED INC,COM,977852102,90349,1987,SH,,DFND,,1987,0,0
1906594,"China Universal Asset Management Co., Ltd.",20240630,20240719,WOLFSPEED INC,Common Stock,977852102,637280,28000,SH,,SOLE,,28000,0,0
2022297,Federation des caisses Desjardins du Quebec,20180331,20240830,CREE INC,COM,225447101,48453,1202,SH,,DFND,2,1202,0,0
2022297,Federation des caisses Desjardins du Quebec,20210930,20240830,CREE INC,COM,225447101,4844,60,SH,,DFND,2,60,0,0
2022297,Federation des caisses Desjardins du Quebec,20210930,20240830,CREE INC,NOTE 0.875% 9/0,225447AB7,148044,105000,PRN,,DFND,3,105000,0,0
2022297,Federation des caisses Desjardins du Quebec,20210930,20240830,CREE INC,NOTE 1.750% 5/0,225447AD3,139181,75000,PRN,,DFND,3,75000,0,0
1510387,"Gotham Asset Management, LLC",20240331,20240515,WOLFSPEED INC,COM,977852102,938543,31815,SH,,SOLE,,31815,0,0
2022297,Federation des caisses Desjardins du Quebec,20180930,20240830,CREE INC,COM,225447101,14012,370,SH,,DFND,2,370,0,0
1509842,PointState Capital LP,20240630,20240814,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,8812350,15000000,PRN,,SOLE,,15000000,0,0
73124,NORTHERN TRUST CORP,20240930,20241113,WOLFSPEED INC,COM,977852102,39576,4080,SH,,OTR,1,4080,0,0
73124,NORTHERN TRUST CORP,20240930,20241113,WOLFSPEED INC,COM,977852102,97922,10095,SH,,DFND,9,10095,0,0
73124,NORTHERN TRUST CORP,20240930,20241113,WOLFSPEED INC,COM,977852102,682511,70362,SH,,DFND,1,29902,40460,0
73124,NORTHERN TRUST CORP,20240930,20241113,WOLFSPEED INC,COM,977852102,5700836,587715,SH,,DFND,"01,08",0,587715,0
1422848,Capital Research Global Investors,20240930,20241113,WOLFSPEED INC,COM,977852102,90042568,9282739,SH,,DFND,"1, 2",9282739,0,0
2022297,Federation des caisses Desjardins du Quebec,20191231,20240830,CREE INC,NOTE 0.875% 9/0,225447AB7,111666,105000,PRN,,DFND,3,105000,0,0
2022297,Federation des caisses Desjardins du Quebec,20200331,20240830,CREE INC,NOTE 0.875% 9/0,225447AB7,97024,105000,PRN,,DFND,3,105000,0,0
2022297,Federation des caisses Desjardins du Quebec,20240331,20240515,WOLFSPEED INC,Common Stock,977852102,28025,950,SH,,DFND,Desjardins Securities,950,0,0
1439207,"Green Alpha Advisors, LLC",20240331,20240410,WOLFSPEED INC,COM,977852102,771189,26142,SH,,SOLE,,0,0,26142
1906594,"China Universal Asset Management Co., Ltd.",20231231,20240124,WOLFSPEED INC,Common Stock,977852102,1582,36353,SH,,SOLE,,36353,0,0
898427,AXA S.A.,20240630,20240814,WOLFSPEED INC,COM,977852102,858052,37700,SH,,DFND,7,37700,0,0
898427,AXA S.A.,20240630,20240814,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,3724529,6350000,PRN,,DFND,7,4886000,0,1464000
1439207,"Green Alpha Advisors, LLC",20231231,20240105,WOLFSPEED INC,COM,977852102,1108635,25480,SH,,SOLE,,25480,0,0
2022297,Federation des caisses Desjardins du Quebec,20170331,20240830,CREE INC,COM,225447101,35604,1332,SH,,DFND,2,1332,0,0
1929008,Balboa Wealth Partners,20231231,20240209,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,27186,40000,PRN,,SOLE,,0,0,40000
1727862,Neumann Advisory Hong Kong Ltd,20231231,20240111,WOLFSPEED INC,COM,977852102,445,10223,SH,,SOLE,,10223,0,0
2022297,Federation des caisses Desjardins du Quebec,20210630,20240830,CREE INC,NOTE,225447AB7,174600,105000,PRN,,DFND,3,105000,0,0
2022297,Federation des caisses Desjardins du Quebec,20210630,20240830,CREE INC,NOTE 1.750% 5/0,225447AD3,164293,75000,PRN,,DFND,3,75000,0,0
2022297,Federation des caisses Desjardins du Quebec,20211231,20240830,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,184224,75000,PRN,,DFND,2,75000,0,0
2022297,Federation des caisses Desjardins du Quebec,20180630,20240830,CREE INC,COM,225447101,15381,370,SH,,DFND,2,370,0,0
2022297,Federation des caisses Desjardins du Quebec,20181231,20240830,CREE INC,COM,225447101,15827,370,SH,,DFND,2,370,0,0
1454984,"Ensign Peak Advisors, Inc",20240930,20241114,WOLFSPEED INC,COM,977852102,412260,42501,SH,,SOLE,,42501,0,0
927337,"WOLVERINE TRADING, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,2015386,197975,SH,,DFND,1,0,0,0
927337,"WOLVERINE TRADING, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,2567396,252200,SH,Call,DFND,1,0,0,0
927337,"WOLVERINE TRADING, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,6086622,597900,SH,Put,DFND,1,0,0,0
757657,STEPHENS INC /AR/,20240630,20240806,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,68972,117000,SH,,DFND,,0,117000,0
1269119,OPPENHEIMER ASSET MANAGEMENT INC.,20240331,20240507,WOLFSPEED INC,COM,977852102,233611,7919,SH,,OTR,16,0,7919,0
1269119,OPPENHEIMER ASSET MANAGEMENT INC.,20240331,20240507,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,74688,128000,SH,,OTR,43,0,128000,0
903944,CAMDEN ASSET MANAGEMENT L P /CA,20240630,20240813,WOLFSPEED INC NOTE 1.875PERCENT12/0,CNV,977852AD4,23018025,41775000,PRN,,SOLE,,0,0,41775000
1454984,"Ensign Peak Advisors, Inc",20240331,20240514,WOLFSPEED INC,COM,977852102,1184455,40151,SH,,SOLE,,40151,0,0
720672,STIFEL FINANCIAL CORP,20240930,20241114,WOLFSPEED INC,COM,977852102,1048,108,SH,,DFND,,0,0,108
720672,STIFEL FINANCIAL CORP,20240930,20241114,WOLFSPEED INC,COM,977852102,255155,26304,SH,,DFND,1,1063,0,25241
720672,STIFEL FINANCIAL CORP,20240930,20241114,WOLFSPEED INC,COM,977852102,4171,430,SH,,DFND,4,0,0,430
2022297,Federation des caisses Desjardins du Quebec,20190930,20240830,CREE INC,NOTE,225447AB7,115034,105000,PRN,,DFND,3,105000,0,0
73124,NORTHERN TRUST CORP,20231231,20240213,WOLFSPEED INC,COM,977852102,2603073,59827,SH,,DFND,1,29595,29880,352
73124,NORTHERN TRUST CORP,20231231,20240213,WOLFSPEED INC,COM,977852102,71487,1643,SH,,OTR,1,886,658,99
73124,NORTHERN TRUST CORP,20231231,20240213,WOLFSPEED INC,COM,977852102,35720535,820973,SH,,DFND,"01,08",1277,819696,0
73124,NORTHERN TRUST CORP,20231231,20240213,WOLFSPEED INC,COM,977852102,873898,20085,SH,,DFND,9,20085,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,3444,355,SH,,DFND,1,355,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,6305,650,SH,,DFND,"1,3",650,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,6000,650,SH,,DFND,"1,3",650,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,15278,1575,SH,,DFND,13,1575,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,3832,395,SH,,DFND,14,395,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,307199,31670,SH,,DFND,7,31614,0,56
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,177869,18337,SH,,DFND,"7,9",18337,0,0
36270,M&T BANK CORP,20240930,20241115,WOLFSPEED INC,COM,977852102,102723,10590,SH,,DFND,9,10590,0,0
1537621,"DT Investment Partners, LLC",20240630,20240724,WOLFSPEED INC,COM,977852102,4348,191,SH,,SOLE,,191,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AB8,59476,100000,PRN,,DFND,16,100000,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,2623113,115251,SH,,DFND,2,0,0,115251
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,34846,1531,SH,,DFND,24,1531,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,1661,73,SH,,DFND,24,73,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,1882798,82724,SH,,DFND,4,25544,0,57180
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AB8,1584441,2664000,PRN,,OTR,4,0,2664000,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AB8,3234900,5439000,PRN,,DFND,4,2775000,0,2664000
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AD4,380218,650000,PRN,,OTR,4,0,650000,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AD4,2044400,3495000,PRN,,DFND,4,2845000,0,650000
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,225447AD3,450089,503000,PRN,,DFND,5,503000,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,81435,3578,SH,,DFND,5,3578,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AB8,3481725,5854000,PRN,,DFND,5,5854000,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AD4,1028927,1759000,PRN,,DFND,5,1759000,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,25637114,1126411,SH,,DFND,6,1126411,0,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AB8,512088,861000,PRN,,DFND,8,385000,476000,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,BOND,977852AD4,169636,290000,PRN,,DFND,8,85000,205000,0
19617,JPMORGAN CHASE & CO,20240630,20240812,WOLFSPEED INC,COMMON,977852102,705,31,SH,,SOLE,23,5,0,26
720672,STIFEL FINANCIAL CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,1623,55,SH,,DFND,,0,0,55
720672,STIFEL FINANCIAL CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,2204776,74731,SH,,DFND,1,47630,0,27101
720672,STIFEL FINANCIAL CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,16993,576,SH,,DFND,3,576,0,0
720672,STIFEL FINANCIAL CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,756174,25633,SH,,DFND,4,16948,0,8685
878770,"WORLD EQUITY GROUP, INC.",20220930,20240906,WOLFSPEED INC,COM,977852102,312767,3966,SH,,SOLE,,0,0,3966
1454984,"Ensign Peak Advisors, Inc",20231231,20240214,WOLFSPEED INC,COM,977852102,1835078,42176,SH,,SOLE,,42176,0,0
1810873,"Elequin Capital, LP",20240930,20241114,WOLFSPEED INC,COM,977852102,3201,330,SH,,SOLE,,330,0,0
1573876,"Advisory Services Network, LLC",20231231,20240209,WOLFSPEED INC,Stock,977852102,25105,577,SH,,SOLE,,577,0,0
1509842,PointState Capital LP,20240930,20241114,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,14265000,20000000,PRN,,SOLE,,20000000,0,0
2022297,Federation des caisses Desjardins du Quebec,20171231,20240830,CREE INC,COM,225447101,44642,1202,SH,,DFND,2,1202,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,7000,165,SH,,DFND,2,165,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,3569000,82031,SH,,DFND,3,79205,0,2826
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,12000,280,SH,,DFND,5,280,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,27000,614,SH,,DFND,15,614,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,17000,400,SH,,DFND,19,400,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,5000,110,SH,,DFND,21,110,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,4891000,112400,SH,Call,SOLE,,112400,0,0
1000275,ROYAL BANK OF CANADA,20231231,20240214,WOLFSPEED INC,COM,977852102,1124000,25824,SH,,SOLE,,25824,0,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,2847000,96518,SH,,DFND,3,93407,0,3111
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,8000,280,SH,,DFND,5,280,0,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,6000,210,SH,,DFND,7,0,210,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,20000,673,SH,,DFND,15,673,0,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,6000,219,SH,,DFND,21,219,0,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,1885000,63900,SH,Call,SOLE,,63900,0,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,COM,977852102,11000,376,SH,,SOLE,,376,0,0
1000275,ROYAL BANK OF CANADA,20240331,20240515,WOLFSPEED INC,NOTE 0.250%,977852AB8,8000,14000,PRN,,DFND,19,14000,0,0
2022297,Federation des caisses Desjardins du Quebec,20170930,20240830,CREE INC,COM,225447101,43187,1532,SH,,DFND,2,1532,0,0
1610520,UBS Group AG,20240331,20240513,WOLFSPEED INC,COM,977852102,123049220,4171160,SH,Call,DFND,30,0,4171160,0
1610520,UBS Group AG,20240331,20240513,WOLFSPEED INC,COM,977852102,2655000,90000,SH,Put,DFND,30,0,90000,0
1610520,UBS Group AG,20240331,20240513,WOLFSPEED INC,COM,977852102,937569,31782,SH,,DFND,1,0,0,31782
1610520,UBS Group AG,20240331,20240513,WOLFSPEED INC,COM,977852102,39402678,1335684,SH,,DFND,30,0,1335684,0
1610520,UBS Group AG,20240331,20240513,WOLFSPEED INC,COM,977852102,317597,10766,SH,,DFND,39,0,10766,0
757657,STEPHENS INC /AR/,20231231,20240213,WOLFSPEED INC,COM,977852102,203105,4668,SH,,DFND,,0,4668,0
757657,STEPHENS INC /AR/,20231231,20240213,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,55901,83000,SH,,DFND,,0,83000,0
901541,COMERICA BANK,20240331,20240516,WOLFSPEED INC COM,COMMON,977852102,2011526,68187,SH,,SOLE,,56603,0,11584
901541,COMERICA BANK,20240331,20240516,WOLFSPEED INC COM,COMMON,977852102,100837,3418,SH,,DFND,,13,0,3405
901541,COMERICA BANK,20240331,20240516,WOLFSPEED INC CONV RATIO,COMMON,977852AB8,40262,69000,PRN,,SOLE,,0,0,69000
73124,NORTHERN TRUST CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,1770856,60029,SH,,DFND,1,31056,28973,0
73124,NORTHERN TRUST CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,47112,1597,SH,,OTR,1,1006,474,117
73124,NORTHERN TRUST CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,20917536,709069,SH,,DFND,"01,08",1346,707723,0
73124,NORTHERN TRUST CORP,20240331,20240514,WOLFSPEED INC,COM,977852102,592508,20085,SH,,DFND,9,20085,0,0
1599868,"Avior Wealth Management, LLC",20240930,20241108,CREE INC,Stock,977852102,164,17,SH,,SOLE,,0,0,17
1068855,"Asset Management One Co., Ltd.",20240930,20241030,WOLFSPEED INC,COM,977852102,68550,7067,SH,,DFND,,7067,0,0
2022297,Federation des caisses Desjardins du Quebec,20210331,20240830,CREE INC,NOTE,225447AB7,190227,105000,PRN,,DFND,3,105000,0,0
1533457,"FOX RUN MANAGEMENT, L.L.C.",20231231,20240213,WOLFSPEED INC,COM,977852102,511417,11754,SH,,SOLE,,11754,0,0
1642160,Glassman Wealth Services,20231231,20240212,WOLFSPEED INC,COM,977852102,51429,1182,SH,,SOLE,,0,0,1182
1633275,Quinn Opportunity Partners LLC,20240630,20240813,WOLFSPEED INC,COM,977852102,728320,32000,SH,,SOLE,0,14000,0,18000
1597878,"Capital Advisors, Ltd. LLC",20231231,20240202,WOLFSPEED INC,COM,977852102,0,5,SH,,SOLE,,0,0,5
1992825,"Farther Finance Advisors, LLC",20240630,20240731,WOLFSPEED INC COM,Stock,977852102,2277,101,SH,,SOLE,,0,0,101
1929008,Balboa Wealth Partners,20240331,20240513,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,21979,38000,PRN,,SOLE,,0,0,38000
1597878,"Capital Advisors, Ltd. LLC",20240930,20241024,WOLFSPEED INC,COM,977852102,1,67,SH,,SOLE,,0,0,67
884546,CHARLES SCHWAB INVESTMENT MANAGEMENT INC,20240331,20240509,WOLFSPEED INC,COM,977852102,24715808,837824,SH,,SOLE,,837824,0,0
1610520,UBS Group AG,20240930,20241114,WOLFSPEED INC,COM,977852102,40819152,4208160,SH,Call,DFND,30,0,4208160,0
